1;101.0
2;102.00999999999999
3;103.03009999999999
4;104.060401
5;105.10100500999998
6;106.1520150601
7;107.21353521070098
8;108.28567056280801
9;109.3685272684361
10;110.46221254112045
11;111.56683466653166
12;112.68250301319696
13;113.80932804332895
14;114.94742132376223
15;116.09689553699985
16;117.25786449236983
17;118.43044313729355
18;119.61474756866649
19;120.81089504435316
20;122.01900399479669
21;123.23919403474464
22;124.4715859750921
23;125.71630183484302
24;126.97346485319144
25;128.24319950172335
26;129.5256314967406
27;130.82088781170802
28;132.12909668982508
29;133.45038765672336
30;134.78489153329056
31;136.1327404486235
32;137.4940678531097
33;138.86900853164082
34;140.2576986169572
35;141.6602756031268
36;143.07687835915806
37;144.50764714274965
38;145.95272361417716
39;147.4122508503189
40;148.8863733588221
41;150.37523709241032
42;151.87898946333445
43;153.39777935796775
44;154.93175715154746
45;156.48107472306293
46;158.04588547029357
47;159.6263443249965
48;161.22260776824646
49;162.83483384592893
50;162.83483384592893
